ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 120, AID: 0, Miner created.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 716053, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 716070, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 716070, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 716107, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 716108, AID: 15, Foundry finished producing steel ingot. 365 steel ingots are produced.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 716217, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 716242, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 716243, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 716278, AID: 5, Transporter is traveling to miner.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 716370, AID: 11, Smelter finished producing Copper ingot. 183 ingots are produced.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 716400, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 716408, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 716439, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 716575, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 716592, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 716598, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 716609, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 716594, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 716766, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 716769, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 716780, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 716795, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 716901, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 716936, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 716937, AID: 15, Foundry finished producing steel ingot. 366 steel ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 718547, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 718572, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 718575, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 718576, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 718735, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 718736, AID: 5, Transporter is traveling to miner.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 718753, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 718760, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 718940, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 718945, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 718941, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 718946, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 719068, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 719124, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 719125, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 719228, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 719241, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 719280, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 719299, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 719300, AID: 15, Foundry finished producing steel ingot. 367 steel ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 719386, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 719428, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 719438, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 719441, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 719548, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 719599, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 719599, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 719604, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 719651, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 721293, AID: 11, Smelter finished producing Copper ingot. 184 ingots are produced.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 721339, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 721356, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 721359, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 721361, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 721459, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 721529, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 721532, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 721614, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 721630, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 721664, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 721715, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 721717, AID: 15, Foundry finished producing steel ingot. 368 steel ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 721768, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 721801, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 721820, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 721823, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 721974, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 721976, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 721980, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 722056, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 722147, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 722165, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 722213, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 722213, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 722294, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 722369, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 722480, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 724116, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 724150, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 724167, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 724174, AID: 15, Foundry finished producing steel ingot. 369 steel ingots are produced.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 724197, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 724210, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 724304, AID: 5, Transporter is traveling to miner.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 724323, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 724346, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 724379, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 724383, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 724513, AID: 5, Transporter is traveling to miner.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 724529, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 724570, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 724638, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 724697, AID: 5, Transporter is traveling to miner.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 724698, AID: 11, Smelter finished producing Copper ingot. 185 ingots are produced.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 724731, AID: 15, Foundry finished producing steel ingot. 370 steel ingots are produced.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 724805, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 724820, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 724860, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 724970, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 724993, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 725013, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 725031, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 725048, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 725178, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 725182, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 725183, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 726970, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 726998, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 727032, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 727042, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 727186, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 727242, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 727252, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 727368, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 727398, AID: 15, Foundry finished producing steel ingot. 371 steel ingots are produced.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 727425, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 727458, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 727517, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 727601, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 727629, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 727683, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 727700, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 727720, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 727815, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 727855, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 727856, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 727896, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 727900, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 728026, AID: 5, Transporter is traveling to miner.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 728043, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 728062, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 728064, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 728144, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 728214, AID: 11, Smelter finished producing Copper ingot. 186 ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 728354, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 729819, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 729836, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 729857, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 729892, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 729897, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 729929, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 730039, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 730063, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 730082, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 730085, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 730150, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 730223, AID: 15, Foundry finished producing steel ingot. 372 steel ingots are produced.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 730246, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 730318, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 730321, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 730431, AID: 5, Transporter is traveling to miner.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 730480, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 730483, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 730574, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 730651, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 730667, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 730741, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 730757, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 730776, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 730911, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 730913, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 730957, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 732612, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 732629, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 732635, AID: 15, Foundry finished producing steel ingot. 373 steel ingots are produced.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 732658, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 732670, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 732682, AID: 5, Transporter is traveling to miner.
