ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 74, AID: 0, Miner created.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 580149, AID: 5, Transporter is traveling to miner.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 580172, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 580285, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 580303, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 580331, AID: 11, Smelter finished producing Copper ingot. 151 ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 580438, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 580457, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 580477, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 580592, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 580596, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 580611, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 580613, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 580764, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 580767, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 580898, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 580919, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 580923, AID: 15, Foundry finished producing steel ingot. 302 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 581053, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 581055, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 581208, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 581210, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 581224, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 581362, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 582655, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 582678, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 582809, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 582809, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 582851, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 582966, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 582969, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 582972, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 582972, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 583120, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 583126, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 583275, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 583282, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 583285, AID: 15, Foundry finished producing steel ingot. 303 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 583429, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 583431, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 583585, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 583587, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 583590, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 583740, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 583742, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 583763, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 583763, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 583906, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 583941, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 583941, AID: 11, Smelter finished producing Copper ingot. 152 ingots are produced.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 584046, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 584060, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 584065, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 584201, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 584202, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 585381, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 585385, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 585520, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 585536, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 585539, AID: 15, Foundry finished producing steel ingot. 304 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 585674, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 585676, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 585828, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 585831, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 585842, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 585983, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 585997, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 586014, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 586151, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 586185, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 586287, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 586305, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 586309, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 586442, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 586443, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 586597, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 586602, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 586610, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 586752, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 586755, AID: 15, Foundry finished producing steel ingot. 305 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 586764, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 586766, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 587058, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 588035, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 588039, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 588044, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 588061, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 588190, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 588205, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 588207, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 588217, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 588360, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 588364, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 588378, AID: 11, Smelter finished producing Copper ingot. 153 ingots are produced.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 588495, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 588534, AID: 15, Foundry finished producing steel ingot. 306 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 588649, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 588651, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 588664, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 588803, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 588804, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 588819, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 588820, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 588956, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 588974, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 588976, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 589128, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 589261, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 589416, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 589432, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 589433, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 590687, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 590693, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 590735, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 590844, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 590845, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 590847, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 590847, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 591003, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 591148, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 591158, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 591161, AID: 15, Foundry finished producing steel ingot. 307 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 591303, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 591305, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 591459, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 591462, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 591463, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 591615, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 591617, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 591639, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 591639, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 591770, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 591818, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 591818, AID: 11, Smelter finished producing Copper ingot. 154 ingots are produced.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 591921, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 591926, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 591929, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 592075, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 592077, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 592232, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 593407, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 593411, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 593418, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 593420, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 593562, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 593566, AID: 15, Foundry finished producing steel ingot. 308 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 593573, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 593574, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 593727, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 593867, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 594021, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 594038, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 594043, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 594175, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 594194, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 594217, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 594331, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 594332, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 594333, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 594351, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 594489, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 594637, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 594645, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 594648, AID: 15, Foundry finished producing steel ingot. 309 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 594792, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 594794, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 594950, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 596060, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 596065, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 596069, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 596085, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 596215, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 596231, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
